As_of_Date,Name,CSS Start Date,CSS Attrition date,Manager,Manager Start Date,Manager End Date,Role,Role Start Date,Role End Date,Status,Quotas_Pts
2024-07-01,Employee 128,2022-06-06,2023-07-05,Manager 28,2022-06-07,2022-10-31,Account Executive,2022-06-06,2023-07-05,Fired,0
2024-07-01,Employee 128,2022-06-06,2023-07-05,Manager 9,2022-11-01,2023-01-31,Account Executive,2022-06-06,2023-07-05,Fired,0
2024-07-01,Employee 129,2023-05-23,2024-01-02,Manager 36,2023-05-23,2024-01-02,Account Executive,2023-05-23,2023-12-31,Fired,0
2024-07-01,Employee 129,2023-05-23,2024-01-02,Manager 36,2023-05-23,2024-01-02,Account Executive,2024-01-01,2024-01-02,Fired,0
2024-07-01,Employee 130,2022-05-23,2022-11-11,Manager 12,2022-05-24,2022-09-30,Account Executive,2022-05-23,2022-11-11,Fired,0
2024-07-01,Employee 130,2022-05-23,2022-11-11,Manager 9,2022-10-01,2022-11-11,Account Executive,2022-05-23,2022-11-11,Fired,0
2024-07-01,Employee 131,2022-02-28,,Manager 23,2024-04-01,,Account Executive,2022-02-28,2023-12-31,Ramped,100
2024-07-01,Employee 131,2022-02-28,,Manager 23,2024-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 131,2022-02-28,,Manager 7,2022-03-01,2024-03-31,Account Executive,2022-02-28,2023-12-31,Ramped,100
2024-07-01,Employee 131,2022-02-28,,Manager 7,2022-03-01,2024-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 132,2021-04-12,2022-03-30,Manager 12,2022-01-02,2022-03-30,Account Executive,2021-04-12,2022-03-30,Fired,0
2024-07-01,Employee 134,2022-08-01,2023-05-22,Manager 10,2023-02-01,2023-05-22,Account Executive,2022-08-01,2023-05-22,Fired,0
2024-07-01,Employee 134,2022-08-01,2023-05-22,Manager 28,2022-08-02,2022-10-31,Account Executive,2022-08-01,2023-05-22,Fired,0
2024-07-01,Employee 134,2022-08-01,2023-05-22,Manager 9,2022-11-01,2023-01-31,Account Executive,2022-08-01,2023-05-22,Fired,0
2024-07-01,Employee 135,2023-08-14,,Manager 2,2023-08-14,,Account Executive,2023-08-14,2023-12-31,Ramped,100
2024-07-01,Employee 135,2023-08-14,,Manager 2,2023-08-14,,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 136,2022-08-01,2024-05-31,Manager 12,2022-08-02,2024-03-31,Account Executive,2022-08-01,2023-12-31,Fired,0
2024-07-01,Employee 136,2022-08-01,2024-05-31,Manager 12,2022-08-02,2024-03-31,Account Executive,2024-01-01,2024-05-31,Fired,0
2024-07-01,Employee 136,2022-08-01,2024-05-31,Manager 42,2024-04-01,2024-05-31,Account Executive,2022-08-01,2023-12-31,Fired,0
2024-07-01,Employee 136,2022-08-01,2024-05-31,Manager 42,2024-04-01,2024-05-31,Account Executive,2024-01-01,2024-05-31,Fired,0
2024-07-01,Employee 138,2023-07-05,2023-10-31,Manager 19,2023-07-05,2023-10-31,Account Executive,2023-07-05,2023-10-31,Fired,0
2024-07-01,Employee 139,2022-02-14,2022-06-30,Manager 18,2022-02-15,2022-06-30,Account Executive,2022-02-14,2022-06-30,Fired,0
2024-07-01,Employee 140,2023-01-03,2023-04-06,Manager 19,2024-04-01,,Account Executive,2023-01-03,2023-04-06,Fired,0
2024-07-01,Employee 140,2023-01-03,2023-04-06,Manager 19,2024-04-01,,Account Executive,2024-03-04,,Fired,0
2024-07-01,Employee 140,2023-01-03,2023-04-06,Manager 4,2023-01-03,2023-04-06,Account Executive,2023-01-03,2023-04-06,Fired,0
2024-07-01,Employee 140,2023-01-03,2023-04-06,Manager 4,2023-01-03,2023-04-06,Account Executive,2024-03-04,,Fired,0
2024-07-01,Employee 140,2023-01-03,2023-04-06,Manager 45,2024-04-01,,Account Executive,2023-01-03,2023-04-06,Fired,0
2024-07-01,Employee 140,2023-01-03,2023-04-06,Manager 45,2024-04-01,,Account Executive,2024-03-04,,Fired,0
2024-07-01,Employee 140,2023-01-03,2023-04-06,Manager 5,2024-03-04,2024-03-31,Account Executive,2023-01-03,2023-04-06,Fired,0
2024-07-01,Employee 140,2023-01-03,2023-04-06,Manager 5,2024-03-04,2024-03-31,Account Executive,2024-03-04,,Fired,0
2024-07-01,Employee 140,2024-03-04,,Manager 19,2024-04-01,,Account Executive,2023-01-03,2023-04-06,Ramping 4,75
2024-07-01,Employee 140,2024-03-04,,Manager 19,2024-04-01,,Account Executive,2024-03-04,,Ramping 4,75
2024-07-01,Employee 140,2024-03-04,,Manager 4,2023-01-03,2023-04-06,Account Executive,2023-01-03,2023-04-06,Ramping 4,75
2024-07-01,Employee 140,2024-03-04,,Manager 4,2023-01-03,2023-04-06,Account Executive,2024-03-04,,Ramping 4,75
2024-07-01,Employee 140,2024-03-04,,Manager 45,2024-04-01,,Account Executive,2023-01-03,2023-04-06,Ramping 4,75
2024-07-01,Employee 140,2024-03-04,,Manager 45,2024-04-01,,Account Executive,2024-03-04,,Ramping 4,75
2024-07-01,Employee 140,2024-03-04,,Manager 5,2024-03-04,2024-03-31,Account Executive,2023-01-03,2023-04-06,Ramping 4,75
2024-07-01,Employee 140,2024-03-04,,Manager 5,2024-03-04,2024-03-31,Account Executive,2024-03-04,,Ramping 4,75
2024-07-01,Employee 141,2022-07-05,2023-02-01,Manager 7,2022-07-06,2023-02-01,Account Executive,2022-07-05,2023-02-01,Fired,0
2024-07-01,Employee 142,2021-08-30,2022-01-14,Manager 43,2022-01-02,2022-01-14,Account Executive,2021-08-30,2022-01-14,Fired,0
2024-07-01,Employee 143,2022-12-05,2023-04-27,Manager 16,2022-12-06,2023-02-28,Account Executive,2022-12-05,2023-04-27,Fired,0
2024-07-01,Employee 143,2022-12-05,2023-04-27,Manager 17,2023-03-01,2023-04-27,Account Executive,2022-12-05,2023-04-27,Fired,0
2024-07-01,Employee 144,2022-12-05,2024-01-31,Manager 12,2023-03-01,2023-08-31,Account Executive,2022-12-05,2023-12-31,Fired,0
2024-07-01,Employee 144,2022-12-05,2024-01-31,Manager 12,2023-03-01,2023-08-31,Account Executive,2024-01-01,2024-01-31,Fired,0
2024-07-01,Employee 144,2022-12-05,2024-01-31,Manager 33,2022-12-06,2023-02-28,Account Executive,2022-12-05,2023-12-31,Fired,0
2024-07-01,Employee 144,2022-12-05,2024-01-31,Manager 33,2022-12-06,2023-02-28,Account Executive,2024-01-01,2024-01-31,Fired,0
2024-07-01,Employee 144,2022-12-05,2024-01-31,Manager 42,2023-09-01,2024-01-31,Account Executive,2022-12-05,2023-12-31,Fired,0
2024-07-01,Employee 144,2022-12-05,2024-01-31,Manager 42,2023-09-01,2024-01-31,Account Executive,2024-01-01,2024-01-31,Fired,0
2024-07-01,Employee 145,2022-04-11,2023-01-15,Manager 14,2022-09-01,2023-01-15,Account Executive,2022-04-11,2023-01-15,Fired,0
2024-07-01,Employee 145,2022-04-11,2023-01-15,Manager 28,2022-04-12,2022-08-31,Account Executive,2022-04-11,2023-01-15,Fired,0
2024-07-01,Employee 146,2024-01-08,,Manager 42,2024-01-08,2024-04-14,Account Executive,2024-01-08,,Ramped,100
2024-07-01,Employee 146,2024-01-08,,Manager 44,2024-04-15,,Account Executive,2024-01-08,,Ramped,100
2024-07-01,Employee 147,2020-08-17,2022-02-18,Manager 3,2022-01-02,2022-02-18,Account Executive,2020-08-17,2022-02-18,Fired,0
2024-07-01,Employee 149,2022-01-18,,Manager 19,2022-01-19,,Account Executive,2022-01-18,2023-12-31,Ramped,100
2024-07-01,Employee 149,2022-01-18,,Manager 19,2022-01-19,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 15,2022-01-03,2022-03-31,Manager 3,2022-01-04,2022-03-31,Account Executive,2022-01-03,2022-03-31,Fired,0
2024-07-01,Employee 150,2022-08-01,2023-04-01,Manager 12,2022-08-02,2023-02-28,Account Executive,2022-08-01,2023-04-01,Fired,0
2024-07-01,Employee 150,2022-08-01,2023-04-01,Manager 9,2023-03-01,2023-04-01,Account Executive,2022-08-01,2023-04-01,Fired,0
2024-07-01,Employee 151,2022-02-14,2022-02-22,Manager 25,2022-02-15,2022-02-21,Account Executive,2022-02-14,2022-02-22,Fired,0
2024-07-01,Employee 151,2022-02-14,2022-02-22,Manager 40,2022-02-22,2022-02-22,Account Executive,2022-02-14,2022-02-22,Fired,0
2024-07-01,Employee 153,2022-08-29,2023-01-26,Manager 24,2022-08-30,2023-01-26,Account Executive,2022-08-29,2023-01-26,Fired,0
2024-07-01,Employee 155,2023-11-06,2024-03-31,Manager 3,2024-04-29,,Account Executive,2023-11-06,2023-12-31,Fired,0
2024-07-01,Employee 155,2023-11-06,2024-03-31,Manager 3,2024-04-29,,Account Executive,2024-01-01,2024-03-31,Fired,0
2024-07-01,Employee 155,2023-11-06,2024-03-31,Manager 3,2024-04-29,,Account Executive,2024-04-29,,Fired,0
2024-07-01,Employee 155,2023-11-06,2024-03-31,Manager 35,2023-11-06,2024-03-31,Account Executive,2023-11-06,2023-12-31,Fired,0
2024-07-01,Employee 155,2023-11-06,2024-03-31,Manager 35,2023-11-06,2024-03-31,Account Executive,2024-01-01,2024-03-31,Fired,0
2024-07-01,Employee 155,2023-11-06,2024-03-31,Manager 35,2023-11-06,2024-03-31,Account Executive,2024-04-29,,Fired,0
2024-07-01,Employee 155,2024-04-29,,Manager 3,2024-04-29,,Account Executive,2023-11-06,2023-12-31,Ramping 3,50
2024-07-01,Employee 155,2024-04-29,,Manager 3,2024-04-29,,Account Executive,2024-01-01,2024-03-31,Ramping 3,50
2024-07-01,Employee 155,2024-04-29,,Manager 3,2024-04-29,,Account Executive,2024-04-29,,Ramping 3,50
2024-07-01,Employee 155,2024-04-29,,Manager 35,2023-11-06,2024-03-31,Account Executive,2023-11-06,2023-12-31,Ramping 3,50
2024-07-01,Employee 155,2024-04-29,,Manager 35,2023-11-06,2024-03-31,Account Executive,2024-01-01,2024-03-31,Ramping 3,50
2024-07-01,Employee 155,2024-04-29,,Manager 35,2023-11-06,2024-03-31,Account Executive,2024-04-29,,Ramping 3,50
2024-07-01,Employee 156,2022-06-06,2022-07-11,Manager 28,2022-06-07,2022-06-30,Account Executive,2022-06-06,2022-07-11,Fired,0
2024-07-01,Employee 156,2022-06-06,2022-07-11,Manager 40,2022-07-01,2022-07-11,Account Executive,2022-06-06,2022-07-11,Fired,0
2024-07-01,Employee 157,2022-08-01,2022-11-01,Manager 28,2022-08-02,2022-10-31,Account Executive,2022-08-01,2022-11-01,Fired,0
2024-07-01,Employee 157,2022-08-01,2022-11-01,Manager 9,2022-11-01,2022-11-01,Account Executive,2022-08-01,2022-11-01,Fired,0
2024-07-01,Employee 158,2022-08-01,2022-11-01,Manager 18,2022-08-02,2022-11-01,Account Executive,2022-08-01,2022-11-01,Fired,0
2024-07-01,Employee 159,2022-08-29,2022-12-02,Manager 3,2022-08-30,2022-12-02,Account Executive,2022-08-29,2022-12-02,Fired,0
2024-07-01,Employee 161,2023-03-27,2024-03-19,Manager 15,2023-03-27,2024-03-19,Account Executive,2023-03-27,2023-12-31,Fired,0
2024-07-01,Employee 161,2023-03-27,2024-03-19,Manager 15,2023-03-27,2024-03-19,Associate Account Executive,2024-01-01,2024-03-19,Fired,0
2024-07-01,Employee 162,2024-01-01,2024-02-29,Manager 3,2024-01-01,2024-02-29,Associate Account Executive,2024-01-01,2024-02-29,Fired,0
2024-07-01,Employee 163,2022-08-01,2023-02-03,Manager 12,2022-08-02,2022-09-30,Account Executive,2022-08-01,2023-02-03,Fired,0
2024-07-01,Employee 163,2022-08-01,2023-02-03,Manager 33,2022-10-01,2023-02-03,Account Executive,2022-08-01,2023-02-03,Fired,0
2024-07-01,Employee 164,2022-08-01,,Manager 2,2022-08-02,,Account Executive,2022-08-01,2023-12-31,Ramped,100
2024-07-01,Employee 164,2022-08-01,,Manager 2,2022-08-02,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 165,2022-12-05,,Manager 21,2022-12-06,2023-03-31,Account Executive,2022-12-05,2023-09-07,Ramped,100
2024-07-01,Employee 165,2022-12-05,,Manager 21,2022-12-06,2023-03-31,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 165,2022-12-05,,Manager 6,2023-04-01,,Account Executive,2022-12-05,2023-09-07,Ramped,100
2024-07-01,Employee 165,2022-12-05,,Manager 6,2023-04-01,,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 169,2023-01-03,2023-06-30,Manager 9,2023-01-03,2023-06-30,Account Executive,2023-01-03,2023-06-30,Fired,0
2024-07-01,Employee 17,2023-03-01,2024-04-01,Manager 4,2023-03-01,2024-01-31,Account Executive,2023-03-01,2023-12-31,Fired,0
2024-07-01,Employee 17,2023-03-01,2024-04-01,Manager 4,2023-03-01,2024-01-31,Account Executive,2024-01-01,2024-04-01,Fired,0
2024-07-01,Employee 17,2023-03-01,2024-04-01,Manager 5,2024-02-01,2024-04-01,Account Executive,2023-03-01,2023-12-31,Fired,0
2024-07-01,Employee 17,2023-03-01,2024-04-01,Manager 5,2024-02-01,2024-04-01,Account Executive,2024-01-01,2024-04-01,Fired,0
2024-07-01,Employee 170,2022-07-05,2023-08-15,Manager 14,2022-07-06,2022-08-31,Account Executive,2022-07-05,2023-08-15,Fired,0
2024-07-01,Employee 170,2022-07-05,2023-08-15,Manager 15,2022-09-01,2023-08-15,Account Executive,2022-07-05,2023-08-15,Fired,0
2024-07-01,Employee 171,2022-12-05,2023-06-01,Manager 36,2022-12-06,2023-06-01,Account Executive,2022-12-05,2023-06-01,Fired,0
2024-07-01,Employee 173,2023-06-21,,Manager 2,2023-06-21,,Account Executive,2023-06-21,2023-12-31,Ramped,100
2024-07-01,Employee 173,2023-06-21,,Manager 2,2023-06-21,,Account Executive,2024-02-01,,Ramped,100
2024-07-01,Employee 173,2023-06-21,,Manager 2,2023-06-21,,Associate Account Executive,2024-01-01,2024-01-31,Ramped,90
2024-07-01,Employee 174,2022-12-05,2022-12-15,Manager 12,2022-12-06,2022-12-15,Account Executive,2022-12-05,2022-12-15,Fired,0
2024-07-01,Employee 175,2022-04-11,,Manager 10,2023-06-01,2023-10-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 10,2023-06-01,2023-10-31,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 11,2023-11-01,2024-01-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 11,2023-11-01,2024-01-31,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 12,2024-02-01,2024-03-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 12,2024-02-01,2024-03-31,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 14,2022-09-01,2023-05-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 14,2022-09-01,2023-05-31,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 28,2022-04-12,2022-08-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 28,2022-04-12,2022-08-31,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 42,2024-04-01,,Account Executive,2022-04-11,2023-12-31,Ramped,100
2024-07-01,Employee 175,2022-04-11,,Manager 42,2024-04-01,,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 176,2022-12-05,,Manager 36,2022-12-06,,Account Executive,2022-12-05,2023-12-31,Ramped,100
2024-07-01,Employee 176,2022-12-05,,Manager 36,2022-12-06,,Account Executive,2024-01-01,,Ramped,100
2024-07-01,Employee 177,2023-09-11,2024-03-28,Manager 4,2023-09-11,2024-01-31,Account Executive,2023-09-11,2023-12-31,Fired,0
2024-07-01,Employee 177,2023-09-11,2024-03-28,Manager 4,2023-09-11,2024-01-31,Account Executive,2024-01-01,2024-03-28,Fired,0
2024-07-01,Employee 177,2023-09-11,2024-03-28,Manager 5,2024-02-01,2024-03-28,Account Executive,2023-09-11,2023-12-31,Fired,0
2024-07-01,Employee 177,2023-09-11,2024-03-28,Manager 5,2024-02-01,2024-03-28,Account Executive,2024-01-01,2024-03-28,Fired,0
2024-07-01,Employee 178,2022-08-29,2023-12-05,Manager 19,2022-08-30,2022-10-31,Account Executive,2022-08-29,2023-12-05,Fired,0
2024-07-01,Employee 178,2022-08-29,2023-12-05,Manager 21,2022-11-01,2023-03-31,Account Executive,2022-08-29,2023-12-05,Fired,0
2024-07-01,Employee 178,2022-08-29,2023-12-05,Manager 6,2023-04-01,2023-12-05,Account Executive,2022-08-29,2023-12-05,Fired,0
2024-07-01,Employee 18,2021-09-13,,Manager 19,2021-09-13,2022-03-31,Account Executive,2021-09-13,2023-12-31,Ramped,100
2024-07-01,Employee 18,2021-09-13,,Manager 19,2021-09-13,2022-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 18,2021-09-13,,Manager 19,2022-05-01,2022-10-31,Account Executive,2021-09-13,2023-12-31,Ramped,100
2024-07-01,Employee 18,2021-09-13,,Manager 19,2022-05-01,2022-10-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 18,2021-09-13,,Manager 20,2022-04-01,2022-04-30,Account Executive,2021-09-13,2023-12-31,Ramped,100
2024-07-01,Employee 18,2021-09-13,,Manager 20,2022-04-01,2022-04-30,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 18,2021-09-13,,Manager 21,2022-11-01,2023-03-31,Account Executive,2021-09-13,2023-12-31,Ramped,100
2024-07-01,Employee 18,2021-09-13,,Manager 21,2022-11-01,2023-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 18,2021-09-13,,Manager 6,2023-04-01,,Account Executive,2021-09-13,2023-12-31,Ramped,100
2024-07-01,Employee 18,2021-09-13,,Manager 6,2023-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 180,2023-01-03,2023-03-01,Manager 19,2023-01-03,2023-03-01,Account Executive,2023-01-03,2023-03-01,Fired,0
2024-07-01,Employee 182,2022-03-28,2023-04-14,Manager 14,2022-03-29,2022-06-30,Account Executive,2022-03-28,2023-04-14,Fired,0
2024-07-01,Employee 182,2022-03-28,2023-04-14,Manager 15,2023-03-01,2023-04-14,Account Executive,2022-03-28,2023-04-14,Fired,0
2024-07-01,Employee 182,2022-03-28,2023-04-14,Manager 24,2022-07-01,2023-02-28,Account Executive,2022-03-28,2023-04-14,Fired,0
2024-07-01,Employee 183,2021-08-30,2023-04-03,Manager 19,2022-01-02,2022-09-30,Account Executive,2021-08-30,2023-04-03,Fired,0
2024-07-01,Employee 183,2021-08-30,2023-04-03,Manager 21,2022-10-25,2023-04-03,Account Executive,2021-08-30,2023-04-03,Fired,0
2024-07-01,Employee 183,2021-08-30,2023-04-03,Manager 40,2022-10-01,2022-10-24,Account Executive,2021-08-30,2023-04-03,Fired,0
2024-07-01,Employee 185,2022-10-24,2023-10-03,Manager 39,2023-01-01,2023-10-03,Account Executive,2022-10-24,2023-10-03,Fired,0
2024-07-01,Employee 185,2022-10-24,2023-10-03,Manager 4,2022-10-25,2022-12-31,Account Executive,2022-10-24,2023-10-03,Fired,0
2024-07-01,Employee 187,2022-12-05,2023-10-02,Manager 16,2022-12-06,2023-02-28,Account Executive,2022-12-05,2023-10-02,Fired,0
2024-07-01,Employee 187,2022-12-05,2023-10-02,Manager 17,2023-03-01,2023-04-30,Account Executive,2022-12-05,2023-10-02,Fired,0
2024-07-01,Employee 187,2022-12-05,2023-10-02,Manager 18,2023-05-01,2023-07-31,Account Executive,2022-12-05,2023-10-02,Fired,0
2024-07-01,Employee 187,2022-12-05,2023-10-02,Manager 22,2023-08-01,2023-08-31,Account Executive,2022-12-05,2023-10-02,Fired,0
2024-07-01,Employee 187,2022-12-05,2023-10-02,Manager 23,2023-09-01,2023-10-02,Account Executive,2022-12-05,2023-10-02,Fired,0
2024-07-01,Employee 189,2022-08-01,2023-04-04,Manager 14,2023-03-01,2023-03-31,Account Executive,2022-08-01,2023-04-04,Fired,0
2024-07-01,Employee 189,2022-08-01,2023-04-04,Manager 24,2022-08-02,2023-02-28,Account Executive,2022-08-01,2023-04-04,Fired,0
2024-07-01,Employee 189,2022-08-01,2023-04-04,Manager 34,2023-04-01,2023-04-04,Account Executive,2022-08-01,2023-04-04,Fired,0
2024-07-01,Employee 19,2023-04-24,,Manager 18,2023-04-24,2023-07-31,Account Executive,2023-04-24,2023-12-31,Ramped,100
2024-07-01,Employee 19,2023-04-24,,Manager 18,2023-04-24,2023-07-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 19,2023-04-24,,Manager 22,2023-08-01,2023-08-31,Account Executive,2023-04-24,2023-12-31,Ramped,100
2024-07-01,Employee 19,2023-04-24,,Manager 22,2023-08-01,2023-08-31,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 19,2023-04-24,,Manager 23,2023-09-01,,Account Executive,2023-04-24,2023-12-31,Ramped,100
2024-07-01,Employee 19,2023-04-24,,Manager 23,2023-09-01,,Associate Account Executive,2024-01-01,,Ramped,90
2024-07-01,Employee 190,2023-01-30,2023-06-23,Manager 21,2023-01-31,2023-03-31,Account Executive,2023-01-30,2023-06-23,Fired,0
2024-07-01,Employee 190,2023-01-30,2023-06-23,Manager 6,2023-04-01,2023-06-23,Account Executive,2023-01-30,2023-06-23,Fired,0
2024-07-01,Employee 191,2022-03-28,2023-04-03,Manager 14,2022-03-29,2023-04-03,Account Executive,2022-03-28,2023-04-03,Fired,0
2024-07-01,Employee 192,2022-10-24,2023-02-24,Manager 39,2023-01-01,2023-02-24,Account Executive,2022-10-24,2023-02-24,Fired,0
2024-07-01,Employee 192,2022-10-24,2023-02-24,Manager 4,2022-10-25,2022-12-31,Account Executive,2022-10-24,2023-02-24,Fired,0
2024-07-01,Employee 193,2020-11-01,2024-03-31,Manager 2,2022-05-07,2022-07-31,Account Executive,2020-11-01,2023-12-31,Fired,0
2024-07-01,Employee 193,2020-11-01,2024-03-31,Manager 2,2022-05-07,2022-07-31,Associate Account Executive,2024-01-01,2024-03-31,Fired,0
2024-07-01,Employee 193,2020-11-01,2024-03-31,Manager 3,2022-08-01,2024-03-31,Account Executive,2020-11-01,2023-12-31,Fired,0
2024-07-01,Employee 193,2020-11-01,2024-03-31,Manager 3,2022-08-01,2024-03-31,Associate Account Executive,2024-01-01,2024-03-31,Fired,0
2024-07-01,Employee 193,2020-11-01,2024-03-31,Manager 31,2022-01-02,2022-05-06,Account Executive,2020-11-01,2023-12-31,Fired,0
2024-07-01,Employee 193,2020-11-01,2024-03-31,Manager 31,2022-01-02,2022-05-06,Associate Account Executive,2024-01-01,2024-03-31,Fired,0
2024-07-01,Employee 194,2023-05-23,2023-08-31,Manager 35,2023-05-23,2023-08-31,Account Executive,2023-05-23,2023-08-31,Fired,0
2024-07-01,Employee 195,2022-06-06,2023-10-02,Manager 18,2022-06-07,2023-07-31,Account Executive,2022-06-06,2023-10-02,Fired,0
2024-07-01,Employee 195,2022-06-06,2023-10-02,Manager 22,2023-08-01,2023-08-31,Account Executive,2022-06-06,2023-10-02,Fired,0
2024-07-01,Employee 195,2022-06-06,2023-10-02,Manager 23,2023-09-01,2023-10-02,Account Executive,2022-06-06,2023-10-02,Fired,0
2024-07-01,Employee 196,2023-10-10,,Manager 41,2024-02-01,,Account Executive,2023-10-10,2023-12-31,Ramped,100
